xcl,ycl,xvcl,yvcl,xlt,ylt,xvlt,yvlt,xtt,ytt,xvtt,yvtt
25.514923,-40.539581,0.000000,0.0000000.139168,0.091496,25.437527,-40.360351,0.000000168,0.000000088,25.603054,-40.638175,0.000000,0.000000
25.684276,-40.451389,0.000000,0.0000000.066153,0.114063,25.613898,-40.353314,0.000000168,0.000000089,25.797642,-40.640697,0.000000,0.000000
25.853210,-40.362537,0.000000,0.0000000.068895,0.092339,25.789185,-40.245485,0.000000168,0.000000090,25.908709,-40.472838,0.000000,0.000000
26.021722,-40.273025,0.000000,0.0000000.113164,0.076928,25.950334,-40.128300,0.000000167,0.000000090,26.077257,-40.406790,0.000000,0.000000
26.189809,-40.182856,0.000000,0.0000000.098628,0.057591,26.136723,-40.056520,0.000000167,0.000000091,26.280310,-40.310471,0.000000,0.000000
26.357469,-40.092032,0.000000,0.0000000.077269,0.178200,26.251145,-40.029281,0.000000167,0.000000092,26.407516,-40.145443,0.000000,0.000000
26.524699,-40.000555,0.000000,0.0000000.055839,0.134278,26.443862,-39.897209,0.000000166,0.000000092,26.579080,-40.174853,0.000000,0.000000
26.691498,-39.908426,0.000000,0.0000000.066856,0.094838,26.544431,-39.782197,0.000000166,0.000000093,26.753122,-40.041916,0.000000,0.000000
26.857862,-39.815647,0.000000,0.0000000.091145,0.050308,26.785304,-39.688639,0.000000165,0.000000094,26.979565,-39.912140,0.000000,0.000000
27.023789,-39.722221,0.000000,0.0000000.113228,0.137729,26.966814,-39.597347,0.000000165,0.000000094,27.114642,-39.847435,0.000000,0.000000
27.189276,-39.628149,0.000000,0.0000000.082548,0.078862,27.125237,-39.517419,0.000000164,0.000000095,27.304419,-39.719799,0.000000,0.000000
27.354322,-39.533432,0.000000,0.0000000.144618,0.078379,27.244727,-39.424369,0.000000164,0.000000096,27.455639,-39.666472,0.000000,0.000000
27.518923,-39.438074,0.000000,0.0000000.220005,0.153035,27.459892,-39.299614,0.000000163,0.000000097,27.561146,-39.557235,0.000000,0.000000
27.683078,-39.342076,0.000000,0.0000000.081609,0.115174,27.597644,-39.229257,0.000000163,0.000000097,27.746016,-39.466634,0.000000,0.000000
27.846784,-39.245439,0.000000,0.0000000.133644,0.148630,27.771330,-39.094266,0.000000162,0.000000098,27.911995,-39.361157,0.000000,0.000000
28.010038,-39.148166,0.000000,0.0000000.131820,0.191126,27.938419,-39.044693,0.000000162,0.000000098,28.081605,-39.233418,0.000000,0.000000
28.172838,-39.050259,0.000000,0.0000000.067578,0.067687,28.075394,-38.963162,0.000000162,0.000000099,28.267150,-39.144514,0.000000,0.000000
28.335183,-38.951720,0.000000,0.0000000.094358,0.031727,28.247160,-38.807971,0.000000161,0.000000099,28.431539,-39.047490,0.000000,0.000000
28.497068,-38.852550,0.000000,0.0000000.086984,0.133769,28.408321,-38.801483,0.000000161,0.000000100,28.622265,-38.890469,0.000000,0.000000
28.658493,-38.752751,0.000000,0.0000000.135503,0.061840,28.534245,-38.630155,0.000000160,0.000000101,28.764861,-38.882999,0.000000,0.000000
28.819455,-38.652327,0.000000,0.0000000.114966,0.056868,28.688408,-38.557795,0.000000160,0.000000101,28.957218,-38.763565,0.000000,0.000000
28.979951,-38.551278,0.000000,0.0000000.087293,0.035579,28.851962,-38.435265,0.000000159,0.000000102,29.074899,-38.643663,0.000000,0.000000
29.139979,-38.449606,0.000000,0.0000000.148680,0.125473,29.028282,-38.342552,0.000000159,0.000000103,29.239853,-38.552386,0.000000,0.000000
29.299536,-38.347314,0.000000,0.0000000.091368,0.090385,29.241489,-38.243098,0.000000158,0.000000103,29.347432,-38.517050,0.000000,0.000000
29.458622,-38.244403,0.000000,0.0000000.041321,0.070180,29.386598,-38.112287,0.000000158,0.000000103,29.524513,-38.395009,0.000000,0.000000
29.617232,-38.140876,0.000000,0.0000000.140125,0.096031,29.511629,-38.028403,0.000000157,0.000000104,29.708566,-38.273660,0.000000,0.000000
29.775365,-38.036735,0.000000,0.0000000.101494,0.128778,29.683719,-37.945618,0.000000157,0.000000105,29.850227,-38.151345,0.000000,0.000000
29.933019,-37.931981,0.000000,0.0000000.097750,0.064793,29.839753,-37.794064,0.000000156,0.000000105,29.985749,-38.101114,0.000000,0.000000
30.090191,-37.826617,0.000000,0.0000000.100911,0.047342,29.991058,-37.697439,0.000000156,0.000000106,30.214287,-37.962383,0.000000,0.000000
30.246880,-37.720645,0.000000,0.0000000.123055,0.022814,30.215411,-37.626982,0.000000155,0.000000107,30.400194,-37.842045,0.000000,0.000000
30.403082,-37.614066,0.000000,0.0000000.097443,0.102875,30.348456,-37.546555,0.000000155,0.000000107,30.492676,-37.702028,0.000000,0.000000
30.558796,-37.506883,0.000000,0.0000000.172344,0.062102,30.450696,-37.413344,0.000000154,0.000000108,30.664364,-37.597001,0.000000,0.000000
30.714019,-37.399098,0.000000,0.0000000.063300,0.083246,30.589560,-37.237655,0.000000154,0.000000108,30.796490,-37.548159,0.000000,0.000000
30.868749,-37.290712,0.000000,0.0000000.146992,0.078887,30.778978,-37.164548,0.000000153,0.000000109,31.018437,-37.436769,0.000000,0.000000
31.022984,-37.181729,0.000000,0.0000000.135282,0.137071,30.953591,-37.012864,0.000000153,0.000000110,31.081604,-37.325756,0.000000,0.000000
31.176722,-37.072149,0.000000,0.0000000.070060,0.102114,31.080881,-36.964447,0.000000153,0.000000110,31.273031,-37.224576,0.000000,0.000000
31.329961,-36.961976,0.000000,0.0000000.034158,0.104886,31.256818,-36.879284,0.000000152,0.000000111,31.387251,-37.076006,0.000000,0.000000
31.482698,-36.851211,0.000000,0.0000000.109823,0.089659,31.372014,-36.677940,0.000000151,0.000000111,31.591296,-36.937213,0.000000,0.000000
31.634931,-36.739857,0.000000,0.0000000.101955,0.043936,31.550075,-36.612928,0.000000151,0.000000112,31.709797,-36.855881,0.000000,0.000000
31.786658,-36.627914,0.000000,0.0000000.233870,0.141179,31.727915,-36.506909,0.000000150,0.000000113,31.941824,-36.752679,0.000000,0.000000
31.937877,-36.515387,0.000000,0.0000000.106250,0.110372,31.845333,-36.409150,0.000000150,0.000000113,32.017803,-36.574015,0.000000,0.000000
32.088586,-36.402275,0.000000,0.0000000.086265,0.154704,31.974807,-36.327560,0.000000149,0.000000114,32.196500,-36.529898,0.000000,0.000000
32.238783,-36.288583,0.000000,0.0000000.109211,0.124306,32.114788,-36.161014,0.000000149,0.000000114,32.349279,-36.439359,0.000000,0.000000
32.388465,-36.174311,0.000000,0.0000000.113218,0.054448,32.318858,-36.084055,0.000000148,0.000000115,32.460781,-36.306999,0.000000,0.000000
32.537630,-36.059463,0.000000,0.0000000.106473,0.186186,32.417237,-35.933599,0.000000148,0.000000115,32.632971,-36.178365,0.000000,0.000000
32.686277,-35.944040,0.000000,0.0000000.089550,0.103934,32.514926,-35.880291,0.000000147,0.000000116,32.758200,-36.001251,0.000000,0.000000
32.834403,-35.828044,0.000000,0.0000000.100850,0.141563,32.724804,-35.741667,0.000000147,0.000000117,32.937244,-35.938711,0.000000,0.000000
32.982006,-35.711477,0.000000,0.0000000.148636,0.072684,32.892282,-35.562062,0.000000146,0.000000117,33.027000,-35.788936,0.000000,0.000000
33.129084,-35.594342,0.000000,0.0000000.057926,0.113011,33.062033,-35.438789,0.000000146,0.000000118,33.241566,-35.684746,0.000000,0.000000
33.275635,-35.476641,0.000000,0.0000000.104401,0.034314,33.193777,-35.416678,0.000000145,0.000000118,33.367521,-35.554856,0.000000,0.000000
33.421657,-35.358376,0.000000,0.0000000.105644,0.053749,33.306749,-35.252008,0.000000145,0.000000119,33.505335,-35.487780,0.000000,0.000000
33.567148,-35.239548,0.000000,0.0000000.137342,0.106590,33.462442,-35.165054,0.000000144,0.000000120,33.622290,-35.400370,0.000000,0.000000
33.712105,-35.120161,0.000000,0.0000000.101847,0.122276,33.667677,-35.041043,0.000000144,0.000000120,33.846696,-35.197837,0.000000,0.000000
33.856528,-35.000217,0.000000,0.0000000.090009,0.082512,33.787445,-34.892461,0.000000143,0.000000120,33.991996,-35.136193,0.000000,0.000000
34.000413,-34.879717,0.000000,0.0000000.122815,0.099217,33.912218,-34.777103,0.000000142,0.000000121,34.088963,-34.956238,0.000000,0.000000
34.143759,-34.758664,0.000000,0.0000000.106238,0.091651,34.095152,-34.646187,0.000000142,0.000000122,34.230927,-34.890362,0.000000,0.000000
34.286564,-34.637061,0.000000,0.0000000.119636,0.096923,34.192286,-34.485960,0.000000141,0.000000122,34.403523,-34.763914,0.000000,0.000000
34.428826,-34.514908,0.000000,0.0000000.056049,0.087700,34.357872,-34.384256,0.000000141,0.000000123,34.535570,-34.616393,0.000000,0.000000
34.570543,-34.392209,0.000000,0.0000000.171051,0.057912,34.469198,-34.307792,0.000000140,0.000000123,34.688782,-34.512372,0.000000,0.000000
34.711712,-34.268966,0.000000,0.0000000.062717,0.104117,34.624928,-34.138928,0.000000140,0.000000124,34.787507,-34.379219,0.000000,0.000000
34.852333,-34.145180,0.000000,0.0000000.164253,0.129182,34.738021,-34.015561,0.000000139,0.000000125,35.018828,-34.243132,0.000000,0.000000
34.992402,-34.020855,0.000000,0.0000000.076573,0.047853,34.927085,-33.879364,0.000000139,0.000000125,35.084888,-34.126538,0.000000,0.000000
35.131919,-33.895992,0.000000,0.0000000.076108,0.122310,34.988596,-33.800522,0.000000138,0.000000125,35.278871,-34.015735,0.000000,0.000000
35.270880,-33.770594,0.000000,0.0000000.177483,0.069386,35.194864,-33.706385,0.000000137,0.000000126,35.399912,-33.871962,0.000000,0.000000
35.409285,-33.644662,0.000000,0.0000000.112976,0.043481,35.339360,-33.520046,0.000000137,0.000000126,35.570891,-33.701938,0.000000,0.000000
35.547131,-33.518200,0.000000,0.0000000.061572,0.078353,35.404585,-33.399393,0.000000137,0.000000127,35.647799,-33.597380,0.000000,0.000000
35.684417,-33.391209,0.000000,0.0000000.147983,0.069167,35.570230,-33.324201,0.000000136,0.000000128,35.764281,-33.525109,0.000000,0.000000
35.821139,-33.263692,0.000000,0.0000000.031253,0.116183,35.689219,-33.160738,0.000000136,0.000000128,35.940323,-33.389940,0.000000,0.000000
35.957298,-33.135651,0.000000,0.0000000.049018,0.170022,35.805185,-32.987071,0.000000135,0.000000128,36.058065,-33.229730,0.000000,0.000000
36.092890,-33.007088,0.000000,0.0000000.085511,0.111807,35.957095,-32.880528,0.000000134,0.000000129,36.194834,-33.097626,0.000000,0.000000
36.227914,-32.878005,0.000000,0.0000000.056213,0.079768,36.095583,-32.778986,0.000000134,0.000000129,36.299283,-32.959704,0.000000,0.000000
36.362368,-32.748405,0.000000,0.0000000.236166,0.191047,36.253225,-32.675567,0.000000133,0.000000130,36.466083,-32.839285,0.000000,0.000000
36.496251,-32.618290,0.000000,0.0000000.102088,0.145201,36.373244,-32.504274,0.000000133,0.000000131,36.618009,-32.712611,0.000000,0.000000
36.629559,-32.487662,0.000000,0.0000000.132708,0.041590,36.547257,-32.414786,0.000000132,0.000000131,36.752106,-32.581418,0.000000,0.000000
36.762293,-32.356524,0.000000,0.0000000.110744,0.125393,36.649219,-32.299402,0.000000131,0.000000132,36.869348,-32.446079,0.000000,0.000000
36.894449,-32.224878,0.000000,0.0000000.179539,0.075999,36.765666,-32.142528,0.000000131,0.000000132,37.058762,-32.326532,0.000000,0.000000
37.026025,-32.092726,0.000000,0.0000000.074134,0.055357,36.901123,-32.017775,0.000000130,0.000000132,37.078160,-32.187815,0.000000,0.000000
37.157021,-31.960070,0.000000,0.0000000.112442,0.146116,37.040604,-31.823967,0.000000130,0.000000133,37.284845,-32.070492,0.000000,0.000000
37.287434,-31.826914,0.000000,0.0000000.097414,0.102631,37.151295,-31.708204,0.000000129,0.000000134,37.445409,-31.910918,0.000000,0.000000
37.417263,-31.693258,0.000000,0.0000000.121278,0.108747,37.316794,-31.608120,0.000000128,0.000000134,37.497041,-31.808183,0.000000,0.000000
37.546506,-31.559106,0.000000,0.0000000.085000,0.071740,37.504428,-31.423739,0.000000128,0.000000135,37.668266,-31.614783,0.000000,0.000000
37.675160,-31.424460,0.000000,0.0000000.054814,0.084169,37.593983,-31.344790,0.000000127,0.000000135,37.855343,-31.576842,0.000000,0.000000
37.803225,-31.289321,0.000000,0.0000000.143270,0.213247,37.620357,-31.130728,0.000000127,0.000000136,37.954864,-31.434033,0.000000,0.000000
37.930699,-31.153694,0.000000,0.0000000.095929,0.090750,37.829226,-31.052654,0.000000126,0.000000136,38.087489,-31.254316,0.000000,0.000000
38.057579,-31.017579,0.000000,0.0000000.075352,0.097707,37.961446,-30.921030,0.000000126,0.000000136,38.142555,-31.129580,0.000000,0.000000
38.183864,-30.880979,0.000000,0.0000000.091009,0.089571,38.098267,-30.742387,0.000000125,0.000000137,38.346634,-30.948539,0.000000,0.000000
38.309553,-30.743896,0.000000,0.0000000.049686,0.036864,38.240413,-30.635390,0.000000125,0.000000137,38.449678,-30.833013,0.000000,0.000000
38.434643,-30.606334,0.000000,0.0000000.151936,0.056651,38.321394,-30.492641,0.000000124,0.000000138,38.575630,-30.743362,0.000000,0.000000
38.559133,-30.468294,0.000000,0.0000000.111451,0.088417,38.491323,-30.375438,0.000000123,0.000000138,38.650849,-30.601304,0.000000,0.000000
38.683022,-30.329778,0.000000,0.0000000.128310,0.105783,38.583894,-30.282078,0.000000122,0.000000139,38.783330,-30.388225,0.000000,0.000000
38.806307,-30.190789,0.000000,0.0000000.073338,0.075847,38.669646,-30.068841,0.000000122,0.000000139,38.915474,-30.301909,0.000000,0.000000
38.928987,-30.051330,0.000000,0.0000000.056881,0.105063,38.817436,-30.015239,0.000000121,0.000000140,39.050063,-30.149245,0.000000,0.000000
39.051061,-29.911402,0.000000,0.0000000.133965,0.164688,38.923610,-29.830745,0.000000121,0.000000140,39.098644,-29.963809,0.000000,0.000000
39.172526,-29.771008,0.000000,0.0000000.072743,0.125073,39.082219,-29.697336,0.000000120,0.000000141,39.303147,-29.898784,0.000000,0.000000
39.293381,-29.630150,0.000000,0.0000000.088825,0.176675,39.125622,-29.576814,0.000000120,0.000000141,39.430340,-29.706795,0.000000,0.000000
39.413625,-29.488832,0.000000,0.0000000.089437,0.109957,39.289295,-29.421039,0.000000119,0.000000142,39.543137,-29.582697,0.000000,0.000000
39.533255,-29.347054,0.000000,0.0000000.057265,0.115854,39.425381,-29.245668,0.000000118,0.000000142,39.670581,-29.424908,0.000000,0.000000
39.652271,-29.204821,0.000000,0.0000000.086471,0.137997,39.526076,-29.130284,0.000000118,0.000000143,39.734010,-29.255297,0.000000,0.000000
39.770670,-29.062133,0.000000,0.0000000.109715,0.081308,39.632383,-28.937436,0.000000117,0.000000143,39.904125,-29.181904,0.000000,0.000000
39.888451,-28.918993,0.000000,0.0000000.038339,0.059406,39.757583,-28.858466,0.000000117,0.000000143,40.036812,-28.986428,0.000000,0.000000
40.005613,-28.775405,0.000000,0.0000000.108477,0.121543,39.929606,-28.704196,0.000000116,0.000000144,40.191770,-28.909941,0.000000,0.000000
40.122153,-28.631370,0.000000,0.0000000.071238,0.088475,40.009104,-28.586580,0.000000115,0.000000144,40.257044,-28.662243,0.000000,0.000000
40.238071,-28.486890,0.000000,0.0000000.074368,0.054328,40.077408,-28.364237,0.000000115,0.000000145,40.358668,-28.575328,0.000000,0.000000
40.353365,-28.341968,0.000000,0.0000000.100377,0.114267,40.234157,-28.268792,0.000000114,0.000000145,40.406380,-28.421570,0.000000,0.000000
40.468032,-28.196607,0.000000,0.0000000.127119,0.099736,40.349473,-28.114833,0.000000113,0.000000146,40.602073,-28.290995,0.000000,0.000000
40.582073,-28.050809,0.000000,0.0000000.165862,0.110850,40.495292,-28.025042,0.000000112,0.000000146,40.694671,-28.094626,0.000000,0.000000
40.695484,-27.904576,0.000000,0.0000000.029651,0.063573,40.602372,-27.787137,0.000000112,0.000000146,40.829592,-27.983327,0.000000,0.000000
40.808265,-27.757911,0.000000,0.0000000.119179,0.205879,40.674775,-27.698463,0.000000111,0.000000147,40.908471,-27.846808,0.000000,0.000000
40.920415,-27.610816,0.000000,0.0000000.130940,0.065437,40.798830,-27.509378,0.000000111,0.000000147,41.047132,-27.688560,0.000000,0.000000
41.031931,-27.463293,0.000000,0.0000000.081778,0.130057,40.955183,-27.335371,0.000000110,0.000000148,41.143932,-27.554295,0.000000,0.000000
41.142812,-27.315346,0.000000,0.0000000.099857,0.107270,41.016788,-27.236362,0.000000110,0.000000148,41.238079,-27.361498,0.000000,0.000000
41.253056,-27.166976,0.000000,0.0000000.155494,0.148085,41.152512,-27.062348,0.000000109,0.000000149,41.400279,-27.255384,0.000000,0.000000
41.362663,-27.018186,0.000000,0.0000000.037099,0.082922,41.291070,-26.882961,0.000000108,0.000000149,41.486966,-27.066481,0.000000,0.000000
41.471631,-26.868979,0.000000,0.0000000.151926,0.158134,41.425734,-26.766908,0.000000107,0.000000150,41.574608,-26.916298,0.000000,0.000000
41.579958,-26.719357,0.000000,0.0000000.077196,0.151998,41.496896,-26.645045,0.000000107,0.000000150,41.708539,-26.782095,0.000000,0.000000
41.687643,-26.569322,0.000000,0.0000000.097567,0.117645,41.618273,-26.469576,0.000000106,0.000000150,41.832908,-26.659733,0.000000,0.000000
41.794684,-26.418876,0.000000,0.0000000.195575,0.117807,41.681731,-26.306201,0.000000105,0.000000151,41.921800,-26.501143,0.000000,0.000000
41.901081,-26.268023,0.000000,0.0000000.077510,0.104119,41.815574,-26.200248,0.000000105,0.000000151,42.012693,-26.308747,0.000000,0.000000
42.006831,-26.116765,0.000000,0.0000000.106410,0.094935,41.856709,-26.033472,0.000000104,0.000000151,42.123515,-26.214715,0.000000,0.000000
42.111933,-25.965104,0.000000,0.0000000.138897,0.151221,41.962683,-25.867160,0.000000104,0.000000152,42.212895,-26.039373,0.000000,0.000000
42.216386,-25.813043,0.000000,0.0000000.120696,0.075043,42.086598,-25.741191,0.000000103,0.000000152,42.338282,-25.918333,0.000000,0.000000
42.320188,-25.660584,0.000000,0.0000000.094555,0.130860,42.190563,-25.551521,0.000000102,0.000000153,42.441263,-25.745786,0.000000,0.000000
42.423339,-25.507730,0.000000,0.0000000.082363,0.160582,42.323352,-25.454850,0.000000102,0.000000153,42.502607,-25.540048,0.000000,0.000000
42.525836,-25.354483,0.000000,0.0000000.094650,0.129639,42.405445,-25.265763,0.000000101,0.000000153,42.691465,-25.426934,0.000000,0.000000
42.627678,-25.200845,0.000000,0.0000000.054459,0.085971,42.488141,-25.165172,0.000000101,0.000000154,42.760281,-25.249901,0.000000,0.000000
42.728864,-25.046820,0.000000,0.0000000.151472,0.077870,42.552159,-25.034117,0.000000100,0.000000154,42.828042,-25.041708,0.000000,0.000000
42.829393,-24.892410,0.000000,0.0000000.163467,0.219293,42.714260,-24.809869,0.000000099,0.000000155,42.954697,-24.935017,0.000000,0.000000
42.929264,-24.737616,0.000000,0.0000000.195124,0.054376,42.814771,-24.685108,0.000000098,0.000000155,43.077514,-24.871370,0.000000,0.000000
43.028474,-24.582442,0.000000,0.0000000.097365,0.084224,42.865294,-24.484349,0.000000098,0.000000155,43.187569,-24.639871,0.000000,0.000000
43.127023,-24.426891,0.000000,0.0000000.061174,0.135800,42.968198,-24.381153,0.000000097,0.000000156,43.207370,-24.547916,0.000000,0.000000
43.224910,-24.270964,0.000000,0.0000000.110784,0.225318,43.102431,-24.175812,0.000000096,0.000000156,43.331647,-24.317237,0.000000,0.000000
43.322132,-24.114664,0.000000,0.0000000.014224,0.122946,43.202966,-24.039780,0.000000096,0.000000156,43.458296,-24.258414,0.000000,0.000000
43.418689,-23.957994,0.000000,0.0000000.216776,0.070259,43.339306,-23.889810,0.000000095,0.000000157,43.550238,-24.060444,0.000000,0.000000
43.514580,-23.800957,0.000000,0.0000000.076586,0.118188,43.347152,-23.711119,0.000000095,0.000000157,43.690032,-23.914620,0.000000,0.000000
43.609803,-23.643554,0.000000,0.0000000.064634,0.203735,43.497822,-23.584030,0.000000094,0.000000157,43.735576,-23.681695,0.000000,0.000000
43.704357,-23.485788,0.000000,0.0000000.131276,0.154501,43.539296,-23.380250,0.000000093,0.000000158,43.874059,-23.586176,0.000000,0.000000
43.798241,-23.327662,0.000000,0.0000000.162985,0.084934,43.699880,-23.301696,0.000000092,0.000000158,43.957429,-23.412895,0.000000,0.000000
43.891454,-23.169179,0.000000,0.0000000.086988,0.044479,43.686545,-23.094545,0.000000092,0.000000159,43.996683,-23.284995,0.000000,0.000000
43.983993,-23.010341,0.000000,0.0000000.115991,0.177229,43.915363,-22.950718,0.000000091,0.000000159,44.079503,-23.100178,0.000000,0.000000
44.075859,-22.851149,0.000000,0.0000000.096830,0.132630,43.916576,-22.782130,0.000000090,0.000000159,44.162591,-22.886004,0.000000,0.000000
44.167050,-22.691608,0.000000,0.0000000.171258,0.140414,44.080590,-22.641466,0.000000090,0.000000160,44.283848,-22.772472,0.000000,0.000000
44.257564,-22.531720,0.000000,0.0000000.097323,0.122655,44.119914,-22.460612,0.000000089,0.000000160,44.390406,-22.567778,0.000000,0.000000
44.347401,-22.371486,0.000000,0.0000000.188517,0.141651,44.156770,-22.284805,0.000000088,0.000000161,44.490247,-22.437223,0.000000,0.000000
44.436559,-22.210910,0.000000,0.0000000.137668,0.135822,44.327324,-22.150420,0.000000088,0.000000161,44.541603,-22.240094,0.000000,0.000000
44.525037,-22.049995,0.000000,0.0000000.050236,0.086022,44.384525,-21.952996,0.000000087,0.000000161,44.616161,-22.103423,0.000000,0.000000
44.612834,-21.888742,0.000000,0.0000000.077383,0.069697,44.510215,-21.855212,0.000000087,0.000000161,44.713359,-21.950329,0.000000,0.000000
44.699949,-21.727154,0.000000,0.0000000.116131,0.028153,44.558939,-21.673457,0.000000086,0.000000162,44.865813,-21.794980,0.000000,0.000000
44.786381,-21.565234,0.000000,0.0000000.227544,0.074961,44.673379,-21.586765,0.000000084,0.000000162,44.931491,-21.617519,0.000000,0.000000
44.872128,-21.402985,0.000000,0.0000000.123393,0.064444,44.747128,-21.329710,0.000000084,0.000000162,45.014818,-21.434973,0.000000,0.000000
44.957189,-21.240408,0.000000,0.0000000.032403,0.197365,44.840637,-21.159234,0.000000084,0.000000162,45.133410,-21.272646,0.000000,0.000000
45.041564,-21.077507,0.000000,0.0000000.125584,0.116168,44.892282,-20.979975,0.000000083,0.000000163,45.121865,-21.160523,0.000000,0.000000
45.125251,-20.914284,0.000000,0.0000000.136365,0.042128,44.987844,-20.839581,0.000000082,0.000000163,45.265009,-20.998429,0.000000,0.000000
45.208249,-20.750742,0.000000,0.0000000.097473,0.103376,45.052891,-20.662498,0.000000082,0.000000164,45.370039,-20.808351,0.000000,0.000000
45.290556,-20.586883,0.000000,0.0000000.134901,0.080498,45.180163,-20.572999,0.000000081,0.000000164,45.454816,-20.691189,0.000000,0.000000
45.372173,-20.422710,0.000000,0.0000000.103772,0.103940,45.225515,-20.309390,0.000000080,0.000000164,45.572610,-20.458521,0.000000,0.000000
45.453098,-20.258226,0.000000,0.0000000.197390,0.194947,45.334258,-20.236338,0.000000079,0.000000165,45.598336,-20.337327,0.000000,0.000000
45.533329,-20.093432,0.000000,0.0000000.106146,0.099541,45.372541,-20.081298,0.000000079,0.000000165,45.624763,-20.173749,0.000000,0.000000
45.612866,-19.928332,0.000000,0.0000000.138204,0.176682,45.512812,-19.834530,0.000000078,0.000000165,45.795417,-20.011060,0.000000,0.000000
45.691707,-19.762928,0.000000,0.0000000.103535,0.156730,45.588389,-19.707074,0.000000077,0.000000165,45.820688,-19.809242,0.000000,0.000000
45.769852,-19.597223,0.000000,0.0000000.116427,0.142606,45.622950,-19.567166,0.000000077,0.000000166,45.909815,-19.633610,0.000000,0.000000
45.847300,-19.431220,0.000000,0.0000000.095485,0.086592,45.740843,-19.461755,0.000000076,0.000000166,45.963833,-19.488003,0.000000,0.000000
45.924049,-19.264920,0.000000,0.0000000.136189,0.042613,45.800886,-19.256545,0.000000075,0.000000166,46.101072,-19.273530,0.000000,0.000000
46.000099,-19.098327,0.000000,0.0000000.114054,0.172907,45.844465,-19.091027,0.000000075,0.000000167,46.134499,-19.201921,0.000000,0.000000
46.075448,-18.931443,0.000000,0.0000000.027904,0.108156,45.972803,-18.883203,0.000000074,0.000000167,46.224774,-18.982215,0.000000,0.000000
46.150096,-18.764271,0.000000,0.0000000.069733,0.104388,46.008183,-18.694145,0.000000073,0.000000167,46.312436,-18.816143,0.000000,0.000000
46.224041,-18.596813,0.000000,0.0000000.043559,0.181213,46.136050,-18.583770,0.000000073,0.000000167,46.389827,-18.639329,0.000000,0.000000
46.297283,-18.429072,0.000000,0.0000000.098361,0.072834,46.169820,-18.355639,0.000000072,0.000000168,46.422148,-18.518805,0.000000,0.000000
46.369820,-18.261051,0.000000,0.0000000.095827,0.087580,46.200919,-18.195092,0.000000071,0.000000168,46.526316,-18.315838,0.000000,0.000000
46.441653,-18.092752,0.000000,0.0000000.131411,0.027868,46.277036,-17.954533,0.000000070,0.000000168,46.563996,-18.085568,0.000000,0.000000
46.512778,-17.924178,0.000000,0.0000000.136236,0.142242,46.353531,-17.816112,0.000000070,0.000000169,46.683457,-17.994791,0.000000,0.000000
46.583197,-17.755331,0.000000,0.0000000.092257,0.089119,46.436020,-17.691082,0.000000069,0.000000169,46.740483,-17.836679,0.000000,0.000000
46.652907,-17.586214,0.000000,0.0000000.037196,0.052884,46.543446,-17.549158,0.000000069,0.000000169,46.775353,-17.590485,0.000000,0.000000
46.721908,-17.416830,0.000000,0.0000000.080935,0.120319,46.626421,-17.415840,0.000000068,0.000000169,46.873869,-17.531933,0.000000,0.000000
46.790199,-17.247182,0.000000,0.0000000.058972,0.117446,46.685197,-17.201237,0.000000067,0.000000169,46.902791,-17.274917,0.000000,0.000000
46.857779,-17.077271,0.000000,0.0000000.119539,0.037865,46.690280,-17.009973,0.000000066,0.000000170,47.103637,-17.074545,0.000000,0.000000
46.924648,-16.907101,0.000000,0.0000000.088870,0.124095,46.792848,-16.872488,0.000000066,0.000000170,47.106268,-17.000202,0.000000,0.000000
46.990803,-16.736674,0.000000,0.0000000.093952,0.226455,46.879023,-16.705377,0.000000065,0.000000170,47.139152,-16.806290,0.000000,0.000000
47.056245,-16.565993,0.000000,0.0000000.109609,0.102800,46.873857,-16.474353,0.000000064,0.000000171,47.190728,-16.683306,0.000000,0.000000
47.120973,-16.395060,0.000000,0.0000000.210654,0.278542,46.969786,-16.308448,0.000000063,0.000000171,47.317357,-16.444264,0.000000,0.000000
47.184985,-16.223879,0.000000,0.0000000.194939,0.141345,47.118891,-16.195423,0.000000062,0.000000171,47.370200,-16.263423,0.000000,0.000000
47.248281,-16.052451,0.000000,0.0000000.120032,0.037831,47.148904,-15.966197,0.000000062,0.000000171,47.423759,-16.156984,0.000000,0.000000
47.310860,-15.880780,0.000000,0.0000000.132545,0.154521,47.169685,-15.803362,0.000000061,0.000000172,47.459314,-15.925432,0.000000,0.000000
47.372721,-15.708868,0.000000,0.0000000.059081,0.078042,47.215721,-15.684877,0.000000061,0.000000172,47.522307,-15.742204,0.000000,0.000000
47.433863,-15.536717,0.000000,0.0000000.121055,0.066354,47.281112,-15.422993,0.000000060,0.000000172,47.618906,-15.645598,0.000000,0.000000
47.494286,-15.364331,0.000000,0.0000000.044121,0.152918,47.349168,-15.345691,0.000000059,0.000000172,47.676657,-15.462761,0.000000,0.000000
47.553989,-15.191711,0.000000,0.0000000.120292,0.130459,47.380860,-15.201630,0.000000058,0.000000173,47.711865,-15.222686,0.000000,0.000000
47.612970,-15.018862,0.000000,0.0000000.156613,0.059409,47.474303,-14.939181,0.000000057,0.000000173,47.756117,-15.076697,0.000000,0.000000
47.671230,-14.845784,0.000000,0.0000000.086723,0.073867,47.518711,-14.745305,0.000000057,0.000000173,47.814777,-14.919341,0.000000,0.000000
